ed,wage
17,1113.9973
17,1204.99416
17,500.000951
17,480.00187
17,574.999977
17,699.999766
17,634.996826
17,500.000951
17,2500.00997
12,701.001481
12,749.997595
12,799.998618
12,831.997969
12,919.996624
12,1050.00479
12,1100.005
8,614.998605
8,657.996755
8,828.999871
8,870.998278
8,899.995713
8,970.003811
8,1092.0042
15,997.99673
15,997.99673
15,1300.00059
15,1454.99828
15,1574.99913
15,1532.99712
15,1764.00135
12,715.999881
12,796.000648
12,952.004727
12,936.996925
12,1062.00085
12,1250.00146
12,1325.99712
13,425.000353
13,425.000353
13,450.001088
13,500.000951
13,525.000912
13,525.000912
13,550.000947
12,686.001627
12,706.003362
12,721.000622
12,831.997969
12,968.995531
12,1069.9958
12,1100.005
17,850.003103
17,850.003103
17,909.995815
17,944.995344
17,1125.0019
17,1200.0038
17,1450.00169
9,997.99673
9,500.000951
9,1250.00146
9,1000.00472
9,1499.99942
9,1749.99813
9,1499.99942
12,628.99921
12,634.996826
12,678.999234
12,834.99856
12,728.997279
12,843.997895
12,874.996599
12,654.001732
12,686.997051
12,855.999678
12,897.999939
12,862.004077
12,1062.9996
12,1001.99671
10,399.998181
10,589.998503
10,709.996471
10,839.998411
10,850.003103
10,940.000117
10,850.003103
10,668.00122
10,647.999549
10,709.003172
10,854.998744
10,979.99748
10,1091.00002
10,1193.00427
12,958.002129
12,997.99673
12,1125.0019
12,1274.99814
12,1400.00348
12,1053.00157
12,1704.99934
16,997.99673
16,997.99673
16,1749.99813
16,2199.99419
16,1999.99508
16,2750.01048
16,2750.01048
13,538.000775
13,495.001108
13,515.001596
13,560.001801
13,689.998898
13,699.999766
13,749.997595
12,899.995713
12,924.996543
12,1080.00397
12,1100.005
12,818.996655
12,1055.00417
12,1054.00239
12,747.003597
12,718.000309
12,799.998618
12,847.999461
12,1137.00171
12,1124.00109
12,1375.00136
12,431.000823
12,486.997992
12,550.99735
12,704.001157
12,701.99761
12,855.999678
12,1014.00184
12,490.997973
12,525.999362
12,580.99956
12,625.999768
12,694.998717
12,746.003282
12,825.996057
12,563.000209
12,746.003282
12,840.998604
12,874.996599
12,958.002129
12,1064.99992
12,1150.0032
8,630.000114
8,563.000209
8,600.000207
8,653.001875
8,728.997279
8,729.99669
8,878.995695
12,620.000324
12,620.999328
12,730.997471
12,821.999675
12,850.003103
12,970.003811
12,899.995713
12,660.000109
12,500.000951
12,834.99856
12,784.997082
12,550.000947
12,500.000951
12,500.000951
16,550.000947
16,550.000947
16,550.000947
16,550.000947
16,699.999766
16,749.997595
16,850.003103
12,467.000347
12,520.000618
12,550.000947
12,573.002454
12,640.001167
12,666.999969
12,733.003151
14,689.998898
14,699.999766
14,779.996943
14,924.996543
14,949.998115
14,1050.00479
14,1250.00146
17,505.000793
17,550.000947
17,649.998464
17,794.998319
17,879.998321
17,901.995923
17,949.998115
13,314.999169
13,349.998896
13,435.001727
13,4999.98404
13,674.998184
13,724.9988
13,815.001538
9,474.997718
9,525.000912
9,574.999977
9,624.998969
9,649.998464
9,699.999766
9,607.000734
16,997.99673
16,997.99673
16,1409.99297
16,1409.99297
16,1000.00472
16,1389.00091
16,1440.00232
12,662.002942
12,737.997178
12,812.999098
12,724.9988
12,612.996974
12,500.000951
12,749.997595
8,632.999733
8,789.997673
8,709.003172
8,739.999862
8,929.995735
8,954.99872
8,1175.99515
11,653.001875
11,701.99761
11,749.000761
11,859.997945
11,968.995531
11,1086.0038
11,1181.99622
9,405.001188
9,450.001088
9,509.99963
9,417.999401
9,452.999037
9,490.002258
9,529.00083
12,561.99896
12,597.999549
12,655.003121
12,712.998987
12,815.001538
12,889.002458
12,968.995531
12,609.001055
12,709.996471
12,734.999633
12,804.998167
12,935.003245
12,1029.9958
12,1137.00171
14,717.002982
14,773.99855
14,859.000926
14,935.003245
14,998.995226
14,798.999244
14,1165.99491
16,504.001881
16,570.002074
16,620.000324
16,660.000109
16,762.002625
16,779.996943
16,1250.00146
12,546.000559
12,576.001347
12,611.001858
12,660.000109
12,753.003594
12,894.003777
12,1069.9958
17,300.99992
17,600.000207
17,600.000207
17,760.997445
17,749.997595
17,799.998618
17,924.996543
17,997.99673
17,997.99673
17,2149.99329
17,2325.01089
17,2486.99392
17,1999.99508
17,2708.01182
12,399.998181
12,365.99878
12,699.999766
12,665.001968
12,500.000951
12,799.998618
12,500.000951
15,574.999977
15,649.998464
15,850.003103
15,699.999766
15,899.995713
15,719.999127
15,1000.00472
12,666.000219
12,715.999881
12,776.999728
12,857.001784
12,942.004451
12,1035.99749
12,1136.00159
6,442.000052
6,511.000209
6,529.00083
6,649.998464
6,731.999624
6,630.000114
6,879.998321
12,419.998021
12,496.00202
12,530.001587
12,600.000207
12,646.000321
12,696.000236
12,798.001119
12,802.001117
12,850.003103
12,949.998115
12,1050.00479
12,1150.0032
12,1203.99443
12,1250.00146
16,699.999766
16,699.999766
16,899.995713
16,949.998115
16,959.996847
16,1100.005
16,1250.00146
14,486.997992
14,739.999862
14,799.998618
14,869.997206
14,953.996497
14,1059.99556
14,1100.005
15,525.000912
15,540.000465
15,600.000207
15,600.000207
15,718.999024
15,749.997595
15,799.998618
12,699.999766
12,799.998618
12,699.999766
12,923.998086
12,899.995713
12,1256.99597
12,1316.99776
12,377.001814
12,490.997973
12,511.000209
12,550.000947
12,627.999896
12,450.001088
12,500.000951
10,749.997595
10,799.998618
10,839.998411
10,914.99628
10,965.001832
10,1059.99556
10,1145.0001
15,614.998605
15,649.998464
15,699.999766
15,799.998618
15,799.998618
15,899.995713
15,1000.00472
17,862.004077
17,909.995815
17,959.996847
17,944.995344
17,1042.00289
17,1170.00114
17,1230.00068
11,981.998715
11,997.99673
11,1000.00472
11,1100.005
11,1250.00146
11,1221.99494
11,1200.0038
12,274.000519
12,336.999013
12,317.99956
12,365.000966
12,386.998184
12,480.00187
12,447.000628
12,630.000114
12,749.997595
12,734.999633
12,760.001191
12,929.995735
12,1095.9973
12,1000.00472
5,563.000209
5,349.998896
5,598.999043
5,450.001088
5,450.001088
5,450.001088
5,600.000207
16,598.999043
16,623.99977
16,660.000109
16,838.001592
16,850.003103
16,1144.00438
16,1200.0038
14,550.000947
14,689.998898
14,640.001167
14,719.999127
14,989.995106
14,617.000602
14,1006.9991
12,774.997652
12,874.996599
12,1000.00472
12,1062.9996
12,1055.99634
12,1221.99494
12,1624.99497
12,397.999202
12,386.001015
12,485.000538
12,488.998783
12,753.998215
12,749.997595
12,899.995713
12,358.999143
12,359.998549
12,377.998414
12,436.998604
12,436.998604
12,438.000477
12,525.000912
12,718.000309
12,784.000768
12,843.002564
12,904.995526
12,904.995526
12,1010.00443
12,1142.9981
17,997.99673
17,997.99673
17,1402.00692
17,1600.00175
17,1760.00161
17,1949.99093
17,2149.99329
9,636.000914
9,705.001549
9,782.997889
9,940.000117
9,1018.00489
9,1256.99597
9,1436.99585
12,997.99673
12,997.99673
12,1320.00394
12,1400.00348
12,1497.00242
12,1596.99657
12,1333.00357
17,997.99673
17,997.99673
17,1999.99508
17,2250.01014
17,2299.98988
17,1999.99508
17,2167.00216
11,474.997718
11,550.000947
11,547.000655
11,749.997595
11,649.998464
11,699.999766
11,649.998464
17,997.99673
17,997.99673
17,719.999127
17,1150.0032
17,1200.0038
17,1513.99934
17,1499.99942
17,874.996599
17,979.99748
17,1000.00472
17,1058.99963
17,1050.00479
17,1335.00458
17,1250.00146
16,997.99673
16,997.99673
16,2550.00347
16,2799.98685
16,3300.00743
16,2750.01048
16,3041.99856
12,463.997888
12,710.998272
12,773.99855
12,927.998392
12,1066.00149
12,1185.99813
12,1335.00458
11,699.999766
11,802.001117
11,855.999678
11,909.995815
11,1054.00239
11,1118.99921
11,1190.00168
8,375.00149
8,399.998181
8,715.999881
8,784.997082
8,809.996559
8,916.00333
8,1037.9989
14,624.998969
14,715.999881
14,774.997652
14,922.004404
14,1000.00472
14,1137.00171
14,1144.00438
17,997.99673
17,997.99673
17,3500.00613
17,3000.0073
17,3150.00715
17,2824.00113
17,2931.00311
12,668.00122
12,699.999766
12,768.999255
12,769.999604
12,1000.00472
12,1112.00503
12,1200.0038
12,319.999681
12,365.000966
12,740.999537
12,940.000117
12,439.99792
12,550.000947
12,550.000947
12,595.999602
12,658.997671
12,749.000761
12,902.997694
12,996.002731
12,1076.00458
12,1166.9981
12,570.002074
12,674.998184
12,719.999127
12,760.001191
12,899.995713
12,979.99748
12,1104.99932
16,658.997671
16,674.998184
16,699.999766
16,818.996655
16,916.00333
16,638.997154
16,1087.00338
10,395.998332
10,395.998332
10,450.001088
10,500.000951
10,522.001259
10,558.000579
10,621.999942
12,997.99673
12,997.99673
12,1400.00348
12,1050.00479
12,1100.005
12,1303.99773
12,1250.00146
17,224.99991
17,240.000258
17,500.000951
17,520.000618
17,568.999753
17,1300.00059
17,1362.0007
10,724.9988
10,781.996293
10,909.995815
10,954.99872
10,1174.99597
10,1185.00231
10,1225.00475
12,455.998719
12,476.001021
12,501.001953
12,709.996471
12,749.997595
12,806.99704
12,899.995713
13,624.998969
13,600.000207
13,646.000321
13,850.003103
13,874.996599
13,889.002458
13,889.002458
17,997.99673
17,997.99673
17,151.000025
17,1600.00175
17,1749.99813
17,1600.00175
17,1526.99953
12,749.997595
12,699.999766
12,699.999766
12,355.000785
12,1018.00489
12,867.000887
12,798.001119
9,674.998184
9,865.000427
9,1029.9958
9,924.996543
9,975.002466
9,1075.00436
9,1200.0038
16,644.00082
16,749.997595
16,869.997206
16,1092.0042
16,1256.99597
16,1600.00175
16,1900.00159
14,543.000369
14,660.000109
14,850.003103
14,975.002466
14,1050.00479
14,1150.0032
14,1250.00146
12,737.001554
12,753.003594
12,824.997206
12,936.996925
12,1125.0019
12,1371.00592
12,1200.0038
10,709.996471
10,779.996943
10,886.995581
10,947.995732
10,1059.99556
10,1278.99514
10,1222.99739
16,679.998097
16,724.9988
16,774.997652
16,774.997652
16,878.002991
16,899.995713
16,1022.99512
11,426.998286
11,509.99963
11,600.000207
11,600.997034
11,600.000207
11,600.000207
11,649.998464
9,319.999681
9,349.998896
9,418.999615
9,448.998703
9,480.00187
9,509.00101
9,526.999711
11,294.000068
11,308.999605
11,359.998549
11,381.999768
11,409.001981
11,413.000994
11,448.998703
12,660.000109
12,699.999766
12,739.999862
12,799.998618
12,850.003103
12,899.995713
12,949.998115
12,924.996543
12,997.99673
12,1000.00472
12,1150.0032
12,1350.00017
12,1043.0037
12,1649.99907
15,660.000109
15,779.996943
15,778.002704
15,899.995713
15,1190.00168
15,1285.99755
15,1440.00232
7,660.000109
7,694.998717
7,670.001533
7,824.997206
7,845.00285
7,984.998383
7,1044.99774
10,580.0011
10,605.000933
10,610.000636
10,614.998605
10,624.998969
10,749.997595
10,799.998618
11,584.998919
11,611.998603
11,600.000207
11,699.999766
11,1000.00472
11,899.995713
11,1000.00472
12,624.998969
12,624.998969
12,565.002412
12,588.001795
12,597.999549
12,824.997206
12,694.998717
12,899.995713
12,997.99673
12,1059.99556
12,1050.00479
12,1200.0038
12,1250.00146
12,1055.00417
12,325.001566
12,455.998719
12,450.001088
12,450.001088
12,474.997718
12,488.998783
12,662.996692
12,739.999862
12,839.998411
12,889.998698
12,940.000117
12,1048.99726
12,1240.00414
12,1293.9955
14,997.99673
14,997.99673
14,1425.00414
14,1450.00169
14,1624.99497
14,1571.00371
14,2600.00852
17,709.996471
17,699.999766
17,760.001191
17,747.003597
17,901.995923
17,1000.00472
17,1320.00394
14,899.995713
14,997.99673
14,1200.0038
14,1250.00146
14,1400.00348
14,1499.99942
14,1499.99942
14,997.99673
14,997.99673
14,1225.99741
14,1438.99467
14,1539.00287
14,1549.99968
14,1983.99943
11,852.002959
11,936.996925
11,1029.9958
11,1139.99596
11,1250.00146
11,1375.00136
11,1514.99891
9,542.002167
9,632.999733
9,597.001723
9,718.999024
9,706.999529
9,733.003151
9,778.002704
16,577.997764
16,600.000207
16,649.998464
16,439.99792
16,779.996943
16,889.998698
16,935.003245
12,628.99921
12,712.001487
12,760.997445
12,839.998411
12,929.001172
12,1027.99954
12,1115.00035
12,500.000951
12,500.000951
12,610.000636
12,670.001533
12,809.996559
12,809.996559
12,874.996599
7,427.998632
7,451.0012
7,530.001587
7,550.99735
7,612.996974
7,719.999127
7,781.003788
12,425.000353
12,450.001088
12,500.000951
12,550.000947
12,699.999766
12,699.999766
12,749.997595
17,879.998321
17,959.996847
17,989.995106
17,1062.9996
17,1163.00215
17,1250.00146
17,1080.00397
16,689.998898
16,779.996943
16,889.998698
16,979.99748
16,1080.00397
16,1200.0038
16,1400.00348
6,589.998503
6,640.001167
6,698.000626
6,791.001608
6,873.00388
6,986.999961
6,1050.00479
10,671.000579
10,737.001554
10,806.99704
10,857.001784
10,898.997272
10,1048.99726
10,1134.00399
12,724.9988
12,800.999241
12,885.002084
12,839.998411
12,1999.99508
12,1316.99776
12,1799.9965
16,997.99673
16,997.99673
16,1000.00472
16,1250.00146
16,1350.00017
16,1714.0084
16,1749.99813
12,997.99673
12,997.99673
12,1295.00521
12,1250.00146
12,1600.00175
12,1649.99907
12,1765.00711
12,699.999766
12,799.998618
12,899.995713
12,919.996624
12,1025.00216
12,1100.005
12,1155.00506
16,997.99673
16,997.99673
16,1250.00146
16,1400.00348
16,1749.99813
16,1720.00074
16,2099.99449
13,600.000207
13,651.997026
13,698.999481
13,775.998044
13,799.998618
13,924.996543
13,1069.9958
17,899.995713
17,997.99673
17,1205.99472
17,1313.00017
17,1450.00169
17,1549.99968
17,1749.99813
16,455.998719
16,468.000798
16,496.00202
16,550.000947
16,723.000562
16,724.9988
16,755.001699
10,594.999164
10,624.998969
10,649.998464
10,709.003172
10,630.000114
10,975.002466
10,1059.99556
12,269.999471
12,299.999258
12,340.00149
12,425.000353
12,450.001088
12,474.997718
12,600.000207
16,411.99862
16,480.00187
16,550.000947
16,719.999127
16,778.002704
16,773.000735
16,1018.00489
16,584.998919
16,830.003568
16,857.001784
16,1400.00348
16,1400.00348
16,1225.00475
16,1499.99942
16,699.999766
16,886.002702
16,972.996028
16,1062.9996
16,1138.00271
16,1098.00481
16,1450.00169
12,649.998464
12,709.996471
12,699.999766
12,699.999766
12,850.003103
12,954.99872
12,1100.005
9,427.998632
9,417.999401
9,436.998604
9,474.00127
9,555.001047
9,529.00083
9,628.99921
11,642.001089
11,686.997051
11,740.999537
11,737.997178
11,899.995713
11,998.995226
11,1116.99799
12,274.999698
12,403.998029
12,458.000374
12,455.001174
12,507.999265
12,545.002292
12,581.999739
12,660.000109
12,756.997537
12,781.996293
12,779.996943
12,859.997945
12,919.996624
12,1000.00472
17,699.999766
17,760.001191
17,815.001538
17,889.998698
17,949.998115
17,1174.99597
17,1600.00175
14,600.000207
14,600.000207
14,649.998464
14,749.997595
14,850.003103
14,889.002458
14,978.000323
16,390.001272
16,450.001088
16,550.000947
16,600.000207
16,644.999796
16,674.998184
16,749.997595
12,497.999962
12,540.000465
12,607.997032
12,649.998464
12,713.997885
12,793.997252
12,873.00388
10,769.999604
10,804.998167
10,804.998167
10,959.996847
10,550.000947
10,914.99628
10,1129.00275
17,924.996543
17,949.998115
17,1000.00472
17,1050.00479
17,1100.005
17,1200.0038
17,1325.003
13,425.000353
13,749.997595
13,869.997206
13,874.996599
13,975.002466
13,1064.99992
13,1174.99597
12,644.00082
12,699.999766
12,699.999766
12,779.996943
12,799.998618
12,850.003103
12,959.996847
17,997.99673
17,997.99673
17,1498.99476
17,1499.99942
17,1649.99907
17,1634.00609
17,2050.0101
17,450.001088
17,488.998783
17,520.000618
17,520.000618
17,620.000324
17,649.998464
17,699.999766
12,535.00174
12,694.998717
12,657.996755
12,722.00351
12,899.995713
12,979.99748
12,924.996543
4,224.99991
4,249.999771
4,274.999698
4,379.999524
4,432.001906
4,481.998017
4,525.999362
12,292.999236
12,334.999822
12,306.001499
12,499.001948
12,589.002248
12,638.997154
12,709.003172
12,997.99673
12,997.99673
12,1139.99596
12,1220.00471
12,1365.0004
12,1450.00169
12,1509.99256
14,614.998605
14,614.998605
14,642.996962
14,940.000117
14,749.997595
14,749.997595
14,899.995713
12,693.000001
12,719.999127
12,765.998338
12,846.000542
12,945.99757
12,1050.00479
12,1175.99515
9,744.996857
9,796.000648
9,824.997206
9,959.996847
9,1025.00216
9,1100.005
9,1200.0038
12,649.998464
12,649.998464
12,699.999766
12,686.997051
12,749.997595
12,787.001379
12,481.001313
12,446.000467
12,506.001685
12,547.000655
12,572.000577
12,597.999549
12,597.001723
12,698.000626
10,515.001596
10,570.002074
10,614.998605
10,674.998184
10,724.9988
10,799.998618
10,854.998744
12,574.999977
12,634.996826
12,917.002318
12,1040.00417
12,1178.99776
12,1178.99776
12,1450.00169
14,450.001088
14,463.001364
14,425.000353
14,474.997718
14,550.000947
14,550.000947
14,649.998464
12,500.000951
12,500.000951
12,500.000951
12,550.000947
12,649.998464
12,749.997595
12,787.001379
12,384.998716
12,467.000347
12,518.002465
12,550.000947
12,649.998464
12,624.998969
12,769.999604
12,377.001814
12,432.001906
12,509.00101
12,542.002167
12,534.002222
12,576.001347
12,549.000856
9,800.999241
9,799.998618
9,850.003103
9,1050.00479
9,1000.00472
9,1050.00479
9,1200.0038
17,889.998698
17,997.99673
17,1100.005
17,1200.0038
17,1300.00059
17,1339.99344
17,1499.99942
16,365.000966
16,399.998181
16,447.000628
16,362.998971
16,631.002611
16,565.002412
16,649.998464
8,299.999258
8,325.001566
8,399.998181
8,399.998181
8,439.99792
8,474.997718
8,474.997718
10,679.998097
10,719.999127
10,819.996441
10,839.998411
10,979.99748
10,1050.00479
10,1150.0032
12,390.001272
12,439.99792
12,474.997718
12,949.998115
12,718.000309
12,1224.00066
12,1200.0038
11,653.001875
11,724.9988
11,781.003788
11,870.998278
11,979.99748
11,1067.99678
11,1192.00257
11,567.999194
11,705.001549
11,784.997082
11,857.996483
11,927.998392
11,1027.99954
11,1104.99932
12,379.999524
12,359.998549
12,430.00206
12,367.998919
12,516.998514
12,666.999969
12,644.00082
12,899.995713
12,929.001172
12,986.003594
12,986.003594
12,1112.00503
12,1300.00059
12,1480.0039
12,680.99843
12,701.99761
12,701.99761
12,883.004238
12,1150.0032
12,1125.0019
12,1350.00017
8,450.001088
8,495.001108
8,490.002258
8,535.00174
8,574.999977
8,665.001968
8,705.001549
11,674.998184
11,731.999624
11,784.997082
11,734.999633
11,979.99748
11,1046.00142
11,1050.00479
10,379.001438
10,439.000258
10,429.001322
10,500.000951
10,500.000951
10,546.000559
10,600.000207
17,674.998184
17,744.996857
17,824.997206
17,914.99628
17,1050.00479
17,1150.0032
17,947.995732
14,553.997404
14,809.000876
14,912.000009
14,965.001832
14,1220.00471
14,1207.99834
14,1339.99344
12,665.001968
12,834.99856
12,824.997206
12,878.995695
12,1004.99717
12,1025.00216
12,1649.99907
12,560.001801
12,630.000114
12,634.996826
12,670.001533
12,809.996559
12,909.995815
12,949.998115
6,474.997718
6,600.000207
6,386.001015
6,435.001727
6,525.000912
6,565.002412
6,614.998605
17,794.998319
17,799.998618
17,949.998115
17,949.998115
17,1000.00472
17,1150.0032
17,1450.00169
12,375.00149
12,399.998181
12,349.998896
12,436.998604
12,500.000951
12,624.998969
12,703.002185
16,500.000951
16,589.998503
16,574.999977
16,649.998464
16,624.998969
16,685.000796
16,799.998618
12,515.001596
12,570.002074
12,614.998605
12,674.998184
12,724.9988
12,799.998618
12,854.998744
12,509.99963
12,555.001047
12,614.998605
12,660.997462
12,699.999766
12,1100.005
12,906.997778
17,997.99673
17,997.99673
17,1499.99942
17,1499.99942
17,1499.99942
17,1600.00175
17,1600.00175
9,220.00054
9,230.000159
9,99.9999814
9,160.999297
9,195.000086
9,334.999822
9,313.999062
12,685.000796
12,749.997595
12,638.997154
12,1100.005
12,1350.00017
12,1749.99813
12,1272.99797
16,774.997652
16,838.001592
16,924.996543
16,1025.00216
16,1125.0019
16,1250.00146
16,1350.00017
12,265.000046
12,308.999605
12,319.999681
12,353.000686
12,431.000823
12,509.99963
12,594.000404
14,614.998605
14,586.997171
14,724.9988
14,865.000427
14,853.000386
14,899.995713
14,1031.99593
17,824.997206
17,850.003103
17,975.002466
17,1075.00436
17,1400.00348
17,1699.994
17,1309.00162
12,909.995815
12,975.002466
12,1100.005
12,1300.00059
12,1309.99684
12,1400.00348
12,1624.99497
10,354.001093
10,349.998896
10,357.001506
10,349.998896
10,724.9988
10,574.999977
10,724.9988
12,534.002222
12,630.000114
12,651.997026
12,874.996599
12,926.996695
12,1000.00472
12,1100.005
16,520.000618
16,640.001167
16,689.998898
16,749.997595
16,762.002625
16,854.998744
16,949.998115
12,997.99673
12,997.99673
12,1386.00391
12,1480.0039
12,1499.99942
12,1596.99657
12,2035.99516
12,269.999471
12,500.000951
12,450.001088
12,525.000912
12,699.999766
12,899.995713
12,1050.00479
7,299.999258
7,304.999458
7,399.998181
7,425.000353
7,500.000951
7,525.000912
7,550.000947
11,574.999977
11,574.999977
11,689.998898
11,739.999862
11,739.999862
11,859.997945
11,1044.99774
14,435.001727
14,574.999977
14,724.9988
14,727.002561
14,729.99669
14,936.996925
14,1067.004
10,706.999529
10,997.99673
10,839.998411
10,967.001455
10,1135.00235
10,1136.00159
10,1335.00458
12,576.001347
12,660.000109
12,779.996943
12,712.998987
12,897.999939
12,838.001592
12,1018.00489
9,997.99673
9,997.99673
9,1050.00479
9,1125.0019
9,1200.0038
9,1200.0038
9,1400.00348
15,834.99856
15,899.995713
15,978.998392
15,1050.00479
15,1200.0038
15,1425.00414
15,1682.99462
12,701.001481
12,753.003594
12,886.002702
12,925.996079
12,1147.0056
12,1126.00359
12,1256.00333
12,727.999237
12,749.997595
12,774.997652
12,824.997206
12,874.996599
12,949.998115
12,1025.00216
16,899.995713
16,997.99673
16,1000.00472
16,1112.99516
16,1139.99596
16,1042.00289
16,1335.00458
12,530.001587
12,641.000348
12,686.001627
12,788.001505
12,786.002521
12,1125.0019
12,1125.0019
12,472.000479
12,450.001088
12,565.002412
12,577.997764
12,725.999989
12,823.003127
12,346.998341
14,699.999766
14,749.997595
14,812.999098
14,873.00388
14,949.998115
14,1200.0038
14,1067.004
14,382.998089
14,425.000353
14,452.999037
14,483.001616
14,522.999234
14,553.001105
14,583.00164
14,500.000951
14,550.000947
14,799.998618
14,847.999461
14,909.995815
14,899.995713
14,1050.00479
8,997.99673
8,997.99673
8,1319.00112
8,1464.00338
8,1621.0024
8,1783.99409
8,1920.99777
14,997.99673
14,997.99673
14,1200.0038
14,1400.00348
14,1562.99636
14,1466.99299
14,1749.99813
12,525.000912
12,545.002292
12,600.000207
12,600.000207
12,705.001549
12,874.996599
12,961.995719
11,577.997764
11,637.000219
11,744.996857
11,765.003187
11,874.996599
11,889.998698
11,935.003245
17,749.997595
17,749.997595
17,799.998618
17,979.99748
17,949.998115
17,398.999435
17,458.000374
12,577.997764
12,634.000663
12,685.000796
12,764.001689
12,889.998698
12,1050.00479
12,1135.00235
17,769.999604
17,824.997206
17,874.996599
17,1050.00479
17,1050.00479
17,1350.00017
17,1325.003
12,899.995713
12,997.99673
12,1215.00078
12,1245.99539
12,1316.99776
12,1561.99636
12,1636.00079
12,658.997671
12,768.999255
12,899.995713
12,838.001592
12,1138.00271
12,658.997671
12,1497.00242
16,997.99673
16,997.99673
16,1699.994
16,1999.99508
16,874.996599
16,2040.01002
16,2416.99425
12,574.999977
12,624.998969
12,699.999766
12,799.998618
12,850.003103
12,799.998618
12,899.995713
12,500.000951
12,550.000947
12,584.998919
12,600.000207
12,699.999766
12,699.999766
12,824.997206
12,535.00174
12,674.998184
12,724.9988
12,824.997206
12,854.998744
12,636.000914
12,819.996441
12,598.999043
12,658.997671
12,731.999624
12,765.998338
12,899.995713
12,1011.00483
12,1054.00239
16,997.99673
16,997.99673
16,1300.00059
16,1450.00169
16,1499.99942
16,1600.00175
16,1554.99872
13,490.002258
13,525.000912
13,540.000465
13,460.001615
13,850.003103
13,1050.00479
13,935.003245
10,474.997718
10,600.000207
10,824.997206
10,724.9988
10,909.995815
10,1000.00472
10,1100.005
5,418.999615
5,478.999714
5,460.001615
5,486.997992
5,318.999648
5,398.999435
5,399.998181
14,997.99673
14,997.99673
14,1050.00479
14,1200.0038
14,1150.0032
14,1250.00146
14,1551.0075
12,245.000438
12,245.000438
12,285.000234
12,338.001387
12,365.000966
12,425.000353
12,465.001206
14,879.998321
14,997.99673
14,1080.00397
14,1198.00146
14,954.99872
14,1071.00207
14,1076.00458
13,269.999471
13,269.999471
13,312.999001
13,390.001272
13,455.001174
13,500.000951
13,570.002074
11,377.001814
11,391.999279
11,451.999015
11,522.001259
11,580.0011
11,605.000933
11,649.998464
12,325.001566
12,399.998181
12,363.998592
12,340.999155
12,425.000353
12,525.000912
12,623.002169
12,586.997171
12,712.998987
12,689.998898
12,767.002453
12,506.001685
12,586.997171
12,986.003594
16,749.997595
16,899.995713
16,949.998115
16,1075.00436
16,1145.0001
16,959.996847
16,1325.003
9,319.999681
9,340.00149
9,319.999681
9,734.000713
9,796.000648
9,1200.0038
9,950.996137
10,483.997625
10,525.000912
10,597.999549
10,627.002169
10,674.998184
10,784.000768
10,857.001784
16,500.000951
16,600.000207
16,600.000207
16,709.996471
16,812.999098
16,679.998097
16,704.001157
12,516.001669
12,561.99896
12,607.000734
12,653.001875
12,706.003362
12,794.998319
12,919.996624
14,299.999258
14,375.00149
14,450.001088
14,419.998021
14,577.997764
14,668.00122
14,718.999024
16,509.99963
16,600.000207
16,670.001533
16,774.997652
16,850.003103
16,1250.00146
16,1400.00348
17,444.998094
17,528.001962
17,567.000395
17,656.99736
17,718.999024
17,749.997595
17,949.998115
12,997.99673
12,997.99673
12,1165.00423
12,1206.99611
12,1025.9969
12,1749.99813
12,1600.00175
17,997.99673
17,997.99673
17,1248.00306
17,1300.00059
17,1436.99585
17,1736.99172
17,1731.99638
16,718.000309
16,874.996599
16,975.002466
16,1200.0038
16,1350.00017
16,1799.9965
16,1999.99508
12,309.999288
12,390.001272
12,435.001727
12,472.000479
12,525.000912
12,571.000451
12,630.000114
13,540.000465
13,598.999043
13,600.000207
13,600.000207
13,658.997671
13,727.999237
13,747.997773
12,359.998549
12,397.001477
12,397.001477
12,492.000632
12,326.999944
12,408.001153
12,451.0012
12,265.000046
12,289.999732
12,299.999258
12,340.00149
12,399.998181
12,435.001727
12,465.001206
17,807.998337
17,834.99856
17,947.000859
17,988.995716
17,1250.00146
17,1058.99963
17,1280.00594
16,418.999615
16,699.999766
16,778.002704
16,949.998115
16,1200.0038
16,849.000691
16,1091.00002
16,749.997595
16,874.996599
16,874.996599
16,1000.00472
16,1112.99516
16,1166.9981
16,1284.99486
17,570.002074
17,628.99921
17,749.997595
17,1050.00479
17,1497.00242
17,1617.00346
17,1999.99508
16,997.99673
16,997.99673
16,1915.9905
16,1999.99508
16,1999.99508
16,1999.99508
16,2454.99499
14,703.002185
14,699.999766
14,760.001191
14,733.003151
14,919.996624
14,1000.00472
14,1200.0038
13,692.002799
13,689.998898
13,804.998167
13,938.000048
13,975.002466
13,1150.0032
13,1165.00423
17,779.996943
17,804.998167
17,874.996599
17,799.998618
17,1000.00472
17,1043.0037
17,1300.00059
14,701.99761
14,799.998618
14,1225.00475
14,1305.00219
14,1112.99516
14,1014.99605
14,1333.00357
12,989.995106
12,997.99673
12,1250.00146
12,1350.00017
12,1499.99942
12,1200.0038
12,1520.00667
12,765.003187
12,830.003568
12,887.998452
12,1018.00489
12,1050.00479
12,1100.005
12,1202.99553
12,710.998272
12,874.996599
12,839.998411
12,883.004238
12,878.995695
12,1080.00397
12,1129.99671
16,949.998115
16,850.003103
16,949.998115
16,1000.00472
16,1250.00146
16,799.998618
16,832.996966
12,299.999258
12,399.998181
12,399.998181
12,399.998181
12,399.998181
12,600.000207
12,411.99862
14,907.996024
